longitude,latitude,housing_median_age,median_house_value,bedrooms_per_room,population_per_household,rooms_per_household,log_total_rooms,log_total_bedrooms,log_population,log_households,log_median_income,<1h ocean,inland,near ocean,island
-1.3278030546903157,1.0525227849496683,0.982118865674764,2.129579891133233,-1.0299628811021668,-0.049595334664572416,0.6285442264151523,-1.1311056462608893,-1.6421520750420002,-1.6949018230592767,-1.5693569992823804,1.995457045733126,0,0,0,0
-1.3228118684352146,1.0431592803960026,-0.6070042082805065,1.3141243013609973,-0.8888756697443015,-0.09250998908805332,0.32703343493533543,1.6513172068915605,1.3200107658636917,1.0303120823280882,1.4492160314808107,1.9883322966715804,0,0,0,0
-1.3327942409454097,1.0384775281191714,1.8561365563501628,1.2586629222479015,-1.2916543691032343,-0.02584190175706433,1.15559247066081,-0.4502994762095904,-1.1100669728050885,-1.1095775202028244,-1.1048218249268993,1.6564040671387676,0,0,0,0
-1.3377854272005107,1.0384775281191714,1.8561365563501628,1.1650718449945525,-0.4496019117668182,-0.050328081993623416,0.1569622795571613,-0.6382413697542617,-0.8174866334052487,-0.9499015370275657,-0.8133229551562757,1.049923038497566,0,0,0,0
-1.3377854272005107,1.0384775281191714,1.8561365563501628,1.1728711014323316,-0.6390710915761736,-0.08561368522678985,0.34470244869821204,-0.31236272686111394,-0.576125550939677,-0.9329985607376868,-0.5834553272060216,0.1706264381286057,0,0,0,0
-1.3377854272005107,1.0384775281191714,1.8561365563501628,0.5445976661667938,0.27555666668349954,-0.08961624733292776,-0.26972312505889023,-1.0733502371033317,-0.9528189263656166,-1.3577638074492935,-0.9863825411171904,0.2781773063395171,0,0,0,0
-1.3377854272005107,1.0337957758423402,1.8561365563501628,0.8002399605162196,-0.3202341473964917,-0.09072270303848337,-0.20091283002128335,0.27862529430649674,0.19287972893835634,-0.036663394670445645,0.3570253440074944,0.06085483027185788,0,0,0,0
-1.3377854272005107,1.0337957758423402,1.8561365563501628,0.29935438040107365,0.11545489118079101,-0.12347347989875977,-0.25522574965139955,0.5485293943863672,0.6622391817653451,0.03931754313040494,0.6731269473003857,-0.28198564096934203,0,0,0,0
-1.3427766134556118,1.0337957758423402,1.0615750193725275,0.17196652525068185,0.7123552271476031,-0.1004967670221087,-0.4586914622295236,0.28909941821471785,0.6172935853686234,0.09560856718877382,0.5580239023857686,-1.0927244682819437,0,0,0,0
-1.3377854272005107,1.0337957758423402,1.8561365563501628,0.4700714379835715,-0.22350136030413503,-0.08649932262424859,-0.1852786693023914,0.727110025810034,0.7018687373314337,0.43708326631764083,0.8085148390351096,0.07999770516673953,0,0,0,0
-1.3427766134556118,1.0384775281191714,1.8561365563501628,0.6468545839065641,-0.2559542878538527,-0.07769783521277383,0.019647856220539998,0.0909324474794723,0.028223389351924564,-0.28653757843827904,0.019586625427296472,-0.2263111428837681,0,0,0,0
-1.3427766134556118,1.0384775281191714,1.8561365563501628,0.30282071659564214,0.013472221834675288,-0.09836356275703656,-0.265349327295031,0.7097199127363879,0.7870893397412295,0.3953147833800848,0.8464760666085905,-0.18195772784600242,0,0,0,0
-1.3427766134556118,1.0384775281191714,1.8561365563501628,0.05757743082992186,-0.3603024327765525,-0.06975715924930694,-0.04298412582619365,0.25528843718926836,0.14988216653035197,-0.03171076438367905,0.2282804218021108,-0.3126048444380389,0,0,0,0
-1.3427766134556118,1.0337957758423402,1.8561365563501628,-0.134804227968629,0.9292397057062088,-0.1047459413928364,-0.5775665895891462,-1.4434722974796237,-1.1028451451273118,-1.6014721191883554,-1.1282106128671927,-0.6017187819678632,0,0,0,0
